3842163000,12,16
2995176517,12,19
2297479093,12,19
3645534110,12,18
3516105331,12,17
1557244738,12,17
3717823401,12,17
2342412967,12,17
1106768479,12,21
3164015138,12,21
1269937039,12,20
172277146,12,20
4221084618,12,18
3066744737,12,21
597640401,12,20
2448212470,12,16
1233795531,12,18
3937955951,12,19
3636219659,12,21
374775579,12,19
1945138797,12,19
1390365984,12,16
3038371459,12,20
447028885,12,20
1260403803,12,20
3370546982,12,16
885240502,12,17
3129347222,12,19
4222626763,12,18
4056311575,12,17
613395589,12,17
2023416821,12,20
3647580411,12,20
713987926,12,18
3472497822,12,19
1997796595,12,19
4146969670,12,18
1433785849,12,19
3675305292,12,19
3688969014,12,19
3184195728,12,17
2766397814,12,21
1688979042,12,20
1250388061,12,19
2289857748,12,20
2287479229,12,21
464659298,12,19
2509697494,12,20
1644035430,12,19
53918592,12,18
2045115008,12,19
271295879,12,17
534615741,12,18
1052881604,12,17
649672274,12,19
1826558621,12,19
1249636382,12,20
1076922875,12,18
1751444295,12,20
3548454003,12,19
1645711746,12,17
2127942560,12,18
3014849208,12,20
94136500,12,20
2624310404,12,21
1243172325,12,21
4000463692,12,19
2928964301,12,19
195504622,12,20
1219618900,12,18
781432844,12,17
22598193,12,18
2181566405,12,16
336563619,12,17
3437655404,12,20
2180251804,12,19
3527633515,12,18
733175310,12,19
3242449619,12,15
1408102293,12,21
1021011937,12,20
3517241729,12,20
872981200,12,20
1086294914,12,19
1306995565,12,19
1961150539,12,18
2732319333,12,20
2258272610,12,16
3023193240,12,22
1467472690,12,19
236112911,12,18
3796690439,12,19
1662052516,12,18
3912012521,12,19
522579550,12,20
355061315,12,19
4015988526,12,19
2845034388,12,20
1086169876,12,19
188318013,12,20
4166550446,12,17
20418692,12,19
787646771,12,18
3401579178,12,17
2189115574,12,19
4023934420,12,20
1166623453,12,19
3907895890,12,17
1019719095,12,20
1288521838,12,16
3721380471,12,19
2175287867,12,20
79427641,12,21
1711851207,12,17
1619902190,12,19
4050041846,12,18
2559862003,12,20
3131360911,12,17
3683274934,12,18
1645362199,12,20
1334283050,12,20
1707453592,12,17
2278511890,12,18
347352437,12,21
2706709618,12,20
2478507420,12,19
3629972696,12,18
3245256126,12,18
3045228042,12,21
690673435,12,18
4073710233,12,19
1313666823,12,17
827215505,12,21
1565469303,12,20
3422532713,12,17
3026903689,12,18
1256134231,12,18
4120990973,12,20
1784852787,12,20
2662908727,12,17
560623464,12,19
2072212044,12,18
1799450955,12,20
1753099152,12,19
1217954584,12,19
1188182093,12,18
3924058010,12,21
2722622,12,19
3472280505,12,19
3379512913,12,18
2645576703,12,16
1576278614,12,21
4215630697,12,21
1162881360,12,16
1484983756,12,18
1525420397,12,20
3244256535,12,16
1977806791,12,18
3167002899,12,19
3430618279,12,20
4065758876,12,21
3323713462,12,16
3772654325,12,19
18258798,12,17
4015821464,12,17
4117206749,12,20
2335689511,12,21
1835246228,12,19
869685446,12,21
1080938887,12,16
1347988303,12,19
2291726078,12,19
1571062206,12,18
2561398761,12,21
3031739716,12,17
1063866429,12,22
431156179,12,15
1832079327,12,20
3695776139,12,16
206062461,12,18
3383096713,12,21
3518493848,12,18
4060804478,12,17
3882755716,12,20
1225773552,12,21
1027797106,12,17
2411460198,12,19
3437764631,12,21
3203178493,12,19
80810711,12,22
2304294246,12,19
3813913032,12,19
1068193278,12,20
2491117982,12,19
798221697,12,17
2809408429,12,20
1679605008,12,20
1380406817,12,19
4200295131,12,22
2634958084,12,19
1585763476,12,22
3050619396,12,18
2941628980,12,19
1826190591,12,17
2791117583,12,19
2773050287,12,19
1650443755,12,18
3023202160,12,18
773736678,12,18
2933508123,12,18
451875418,12,18
1723221635,12,19
4152906760,12,18
4108639858,12,19
3376123097,12,18
1569514158,12,20
1375174453,12,18
2943494660,12,18
3657221805,12,21
3267078600,12,18
3353627500,12,18
2634684694,12,19
3372116834,12,17
25175588,12,18
1424189821,12,20
1778552905,12,20
510735020,12,18
627125217,12,19
3686754420,12,20
4284908118,12,19
1782441662,12,18
278566604,12,19
3262034542,12,17
1309662217,12,17
4224163652,12,22
319754580,12,21
4159345432,12,19
823868063,12,16
2290617064,12,19
3137922384,12,21
350026279,12,17
3584149659,12,18
56817617,12,18
1834518887,12,19
1300872537,12,18
1550713358,12,19
4276774210,12,19
674662010,12,18
597497862,12,20
1428928216,12,19
3960031906,12,17
1671226805,12,19
1617122183,12,20
718893881,12,18
1437431798,12,19
3787808035,12,19
2510455713,12,17
1959736822,12,16
371416026,12,20
2559743590,12,18
593178943,12,21
1959841497,12,16
1740985926,12,18
2076707380,12,16
2634902714,12,20
4290416253,12,16
3516318978,12,18
144491178,12,20
3491179680,12,16
1891953158,12,20
1341576785,12,18
427558949,12,19
2394972822,12,19
2713656124,12,18
2048833367,12,17
1479250286,12,21
1795845139,12,19
1528014252,12,18
48536196,12,19
2227342414,12,21
1875390373,12,15
680134736,12,19
1322870152,12,16
3285666531,12,21
2387544052,12,19
4103797135,12,19
1006389305,12,18
1014611254,12,20
335998175,12,19
3421526738,12,20
2896045951,12,18
3120585208,12,19
426071321,12,21
1321453340,12,19
3792018170,12,19
501372994,12,18
2611945157,12,19
481017475,12,17
4202349959,12,20
3420358771,12,19
831210058,12,19
3855322248,12,17
214911626,12,19
4215680269,12,19
3619056789,12,19
2739342996,12,18
695786230,12,18
1771137484,12,19
2480775978,12,20
2320757042,12,19
2279507297,12,19
4258791583,12,21
2795443112,12,18
2201181689,12,20
3173163141,12,18
159276822,12,17
2481408016,12,19
3211676609,12,21
3178446964,12,18
1820877715,12,17
2656636240,12,20
877428464,12,21
343764731,12,17
1499087452,12,19
2312562900,12,18
2906191246,12,21
3086535520,12,17
